ID,POSITION NAME,NUMBER OF POSITIONS APPROVED,NUMBER OF POSITIONS FILLED,POSITIONS RECRUITED THEMSELVES,MINIMUM AGE REQUIRED,MAXIMUM AGE REQUIRED,YW STAFF MATCH NUMBER,ZIP CODE,PARTS OF CITY,WILL YOU BE WORKING OUTSIDE,DRESS CODE,YOUTH WORKING WITH COMPUTERS,CAREER INTEREST FOR POSITION,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL REQUEST,GRADE REQUEST
11985,FAMILY LIAISON ASSISTANT,1,0,1,14,19,0,21217,WEST,NO,NO,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11985,VOLUNTEER COORDINATOR ASSISTANT,1,0,1,14,19,0,21217,WEST,NO,NO,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11985,FRONT DESK ASSISTANT,1,0,1,14,19,0,21217,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11994,CAMP COUNSELORS,8,0,6,14,17,2,21225,SOUTH,NO,NO,NO,,"SWIMMING,OFFICE EQUIPMENT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11825,STUDENT LEARNERS,26,0,13,15,17,13,21204,EAST,NO,YES,NO,,MICROSOFT,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12123,STUDENT GUIDE,12,0,12,15,18,0,21202,DOWNTOWN,NO,YES,NO,,POETRY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12140,YOUTH OFFICE ASSISTANT,3,3,3,15,21,0,21201,WEST,NO,YES,YES,"BUSINESS/FINANCE,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12126,YOUTH BUILDING ASSISTANT,5,3,2,15,18,3,21223,WEST,NO,NO,NO,"CUSTODIAL,
CLERICAL OFFICE WORK,
TEACHER'S AIDE,
",OFFICE EQUIPMENT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12149,DAYCARE AID ,4,0,2,16,21,2,21213,EAST,YES,YES,NO,,"VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12149,CUSTODIAL SERVICES ,26,0,13,16,21,13,21213,EAST,YES,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12145,SUMMER YOUTH WORKER,8,0,4,14,18,4,21201,WEST,YES,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12151,MGP HIGH SCHOOL INTERN,5,2,5,14,15,0,21210,NORTH,NO,YES,NO,"STEM,
COMMUNITY SERVICE,
TEACHER'S AIDE,
","OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12153,YOUTH ASSISTANT COACH ,8,0,6,14,18,2,21218,EAST,YES,NO,NO,"RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
",,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,"403 SCHOOL FOR SCHOLARSHIP
407 SCHOOL OF INTELLIGENCE",NO PREFERENCE
11784,FRONT DESK ASSISTANT ,2,0,2,15,18,0,21201,DOWNTOWN,NO,YES,YES,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11930,OFFICE ASSISTANT,10,2,10,14,21,0,21250,SOUTH,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11648,YOUTH CAMP COUNSLER - AFTERNOON,20,0,20,14,21,0,21229,WEST,NO,YES,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12182,BAY WISE,7,0,2,14,21,5,21207,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 7,
"
11937,YOUTH LEADER,15,0,15,15,21,0,21205,EAST,NO,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12182,ENVIRONMENT,3,0,0,14,21,3,21207,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12182,S.A.V.E. PROJECT,2,0,0,14,21,2,21207,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12182,INTERNAL EVENT COMMITTEE ASSISTANTS,4,0,0,14,21,4,21207,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12182,COMMUNITY GARDENING PROJECT:,6,0,0,14,21,6,21207,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 7,
"
12200,YOUTH CLERICAL ASSISTANT,25,0,25,16,21,0,21215,WEST,NO,NO,NO,,OFFICE EQUIPMENT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11948,YOUTH CAMP COUNSELOR- AFTERNOON,10,0,5,15,21,5,21217,WEST,NO,NO,NO,"CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
MUSICAL ARTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
PRE-SCHOOL CHILDCARE,
","VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11929,YOUTH CAMP COUNSELOR- AFTERNOON,1,0,0,16,21,1,21224,SOUTHEAST,YES,NO,NO,"CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11929,YOUTH CAMP COUNSELOR- EVENING,1,0,0,16,21,1,21224,SOUTHEAST,NO,NO,NO,"CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11727,SENIOR COUNSELOR (MORNING SHIFT),7,0,0,18,21,7,21215,WEST,YES,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,"403 SCHOOL FOR SCHOLARSHIP
407 SCHOOL OF INTELLIGENCE",NO PREFERENCE
11727,SENIOR COUNSELOR (AFTERNOON SHIFT) ,7,0,0,18,21,7,21215,WEST,YES,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11727,JUNIOR COUNSELOR,16,1,0,14,17,16,21215,WEST,YES,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12113,CAST MEMBER,24,0,24,14,21,0,21201,DOWNTOWN,NO,YES,NO,"COMMUNICATION/MEDIA,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
TEACHER'S AIDE,
","PLAYS INSTRUMENT,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12113,COSTUME CREW,4,0,4,14,21,0,21201,DOWNTOWN,NO,YES,NO,"COMMUNICATION/MEDIA,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
TEACHER'S AIDE,
","VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12113,PROP ASSISTANTS,2,0,2,14,21,0,21201,DOWNTOWN,NO,YES,NO,"COMMUNICATION/MEDIA,
CONSTRUCTION/MANUFACTURING,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
TEACHER'S AIDE,
","VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12113,PRODUCTION CREW,4,0,4,14,21,0,21201,DOWNTOWN,NO,YES,NO,"COMMUNICATION/MEDIA,
CONSTRUCTION/MANUFACTURING,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
TEACHER'S AIDE,
","VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12220,YOUTH CAMP COUNSELOR,6,0,6,14,18,0,21215,WEST,YES,NO,NO,"RECREATION AND SPORTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
",SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12224,CAMP COUNSELOR,7,0,7,14,21,0,21215,WEST,YES,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,POETRY,DANCING,CADD",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 10,
"
11994,OFFICE ASSISTANT ,4,0,2,14,17,2,21225,SOUTH,NO,NO,NO,,OFFICE EQUIPMENT,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 9,
"
11820,GENERAL WORKERS,10,0,0,16,18,10,21217,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11820,OFFICE ASSISTANT AFTERNOON,4,0,0,16,20,4,21217,WEST,NO,YES,NO,,OFFICE EQUIPMENT,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11820,TEACHERS,8,0,0,16,20,8,21217,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12230,YOUTH CAMP AIDE,3,3,3,16,21,0,21223,WEST,YES,YES,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
COMMUNITY SERVICE,
TEACHER'S AIDE,
",DANCING,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12214,SUMMER INTERN,3,0,0,16,21,3,21217,WEST,NO,YES,NO,,OFFICE EQUIPMENT,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12227,YOUTH CAMP AIDE 1,1,0,1,16,21,0,21226,SOUTH,YES,YES,NO,"RECREATION AND SPORTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
","PLAYS INSTRUMENT,VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11575,YOUTH CAMP COUNSELOR- Y1,1,0,0,14,18,1,21206,EAST,NO,NO,NO,,"VISUAL ARTS,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12218,SUMMER INTERN,4,0,0,16,21,4,21229,WEST,NO,YES,NO,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12127,CAMP AIDE,6,0,0,18,21,6,21215,WEST,NO,NO,NO,"COMMUNICATION/MEDIA,
RECREATION AND SPORTS,
STEM,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
",,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12247,CUSTODIAL/JANITORIAL TRAINEE,3,0,3,18,21,0,21216,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"12TH GRADE CERTIFICATION OF COMPLETION,
GED,
HS GRAD / DIPLOMA,
SOME COLLEGE,
AA DEGREE,
"
12247,YOUTH OFFICE ASSISTANT,2,0,2,18,21,0,21216,WEST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12250,YOUTH CAMP ASSISTANT,10,0,7,14,21,3,21202,NORTH,NO,NO,NO,,"VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12241,YOUTH CAMP COUNSELOR,5,0,5,17,21,0,21214,EAST,NO,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,403 SCHOOL FOR SCHOLARSHIP,"GRADE 10,
"
12242,SUMMER INTERN,2,0,0,16,21,2,21225,SOUTH,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12256,SMARTYSCHOLAR,25,0,20,15,17,5,21209,NORTH,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12255,SUMMER ITERN,4,0,0,16,21,4,21215,WEST,NO,NO,NO,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12257,SUMMER INTERN,2,0,0,16,21,2,21213,EAST,NO,NO,NO,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"12TH GRADE CERTIFICATION OF COMPLETION,
GED,
HS GRAD / DIPLOMA,
"
12260,JUNIOR STATES ATTORNEY ,60,0,60,14,16,0,21202,DOWNTOWN,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12261,SUMMER LEADER,30,0,30,14,18,0,21209,NORTH,YES,YES,NO,,"VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12263,SUMMER ITERN,2,0,0,16,21,2,21202,EAST,NO,NO,NO,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11911,YOUTH CAMP ASSISTANT,3,0,1,18,21,2,21223,WEST,YES,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
",,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12266,OFFICE CLERK ASSISTANT,2,0,1,17,21,1,21202,EAST,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12232,HIGH SCHOOL INTERN,10,0,10,16,21,0,21210,NORTH,YES,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12264,YOUTH OFFICE ASSISTANT,1,1,1,18,21,0,21201,DOWNTOWN,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12280,BOATING JUNIOR ASSISTANT ,2,0,2,14,21,0,21230,SOUTH,YES,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,3.ADVANCED (AP/COLLEGE CLASSES OR NATIVE SPEAKER),NO PREFERENCE,NO PREFERENCE
12279,CODESCHOLAR INTERNS,60,0,30,14,14,30,21201,DOWNTOWN,NO,YES,YES,,"MICROSOFT,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12211,YOUTH OFFICE ADMINISTRATOR ,4,0,4,14,21,0,21213,EAST,NO,YES,YES,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12211,YOUTH CLASSROOM AIDE ,4,0,4,14,21,0,21213,EAST,NO,YES,NO,,"VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12211,YOUTH CUSTODIAN ,4,0,4,14,21,0,21213,EAST,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12211,YOUTH MEDIA TEAM TRAINEE,4,0,4,14,21,0,21213,EAST,NO,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12294,YOUTH  AMBASSADORS,4,0,3,15,21,1,21205,EAST,NO,YES,YES,,"VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,"GRADE 7,
"
12303,SUMMER INTERN,8,0,0,16,21,8,21213,EAST,NO,NO,NO,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12306,YOUTH WORKS STAFF,5,4,2,15,21,3,21231,SOUTHEAST,YES,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12300,CORPS MEMBER,80,0,0,14,17,80,21220,EAST,YES,YES,NO,,SWIMMING,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12317,STUDENT WORKER,50,0,25,14,18,25,21213,EAST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,403 SCHOOL FOR SCHOLARSHIP,NO PREFERENCE
12320,YOUTH CAMP ASSISTANT,10,2,0,16,21,10,21229,WEST,NO,NO,NO,"COMMUNICATION/MEDIA,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
VISUAL ARTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
",,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
