CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,
226151268,17,21227,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,NO,CULINARY ARTS/FOOD SERVICE,COMMUNITY SERVICE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
110788444,15,21214,YES,"EAST, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,GRAPHIC DESIGN,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
193908815,14,21229,YES,"WEST, EAST, NORTH",YES,YES,YES,ENVIRONMENTAL/GREEN,COMPUTER INFORMATION TECH,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
505596079,16,21163,YES,"WEST, NORTH",YES,YES,YES,RETAIL (16+ YEAR OLD ONLY),STEM,;CADD,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
476352883,17,21217,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,STEM,STEM,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
306768530,15,21212,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,STEM,NURSING,;PLAYS INSTRUMENT; SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
431802601,15,21224,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,HOSPITALITY/TRAVEL,HOSPITALITY/TRAVEL,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
294800909,16,21163,YES,"WEST, EAST",NO,YES,YES,RECREATION AND SPORTS,GOVERNMENT/PUBLIC SERVICE,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
190313339,20,21212,YES,"EAST, SOUTH, WEST, NORTH",NO,YES,YES,STEM,PRE-SCHOOL CHILDCARE,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,
373584299,16,21204,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,VISUAL ARTS,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,
447506668,15,21230,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,NO,COMMUNICATION/MEDIA,CAMP COUNSELOR,;SPANISH & ENGLISH BILINGUAL,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
542296126,17,21216,YES,"SOUTH, WEST",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,COMMUNITY SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
106101435,15,21216,YES,"WEST, NORTH",NO,YES,NO,CLERICAL OFFICE WORK,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
228269931,18,21215,YES,"WEST, SOUTH, EAST, NORTH",YES,NO,NO,AUTO MECHANICS,PRE-SCHOOL CHILDCARE,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
593391709,16,21214,YES,"WEST, EAST, NORTH",YES,NO,NO,CUSTODIAL,GOVERNMENT/PUBLIC SERVICE,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
166580434,15,21215,YES,"WEST, EAST, NORTH",NO,YES,YES,STEM,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
454394727,14,21237,YES,"WEST, EAST",NO,NO,YES,STEM,LEGAL,;SWIMMING; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
424382723,17,21206,YES,"EAST, NORTH",YES,YES,YES,CULINARY ARTS/FOOD SERVICE,STEM,;DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
454241560,16,21215,YES,"WEST, EAST, NORTH",YES,YES,NO,RECREATION AND SPORTS,STEM,";OFFICE EQUIPEMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
164539836,18,21040,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,CLERICAL OFFICE WORK,CUSTODIAL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,
151819283,14,21228,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,RECREATION AND SPORTS,;CADD,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
423929033,17,21163,YES,"SOUTH, WEST, NORTH, DOWNTOWN",YES,NO,NO,RETAIL (16+ YEAR OLD ONLY),CULINARY ARTS/FOOD SERVICE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
498618561,15,21214,YES,"WEST, EAST",NO,YES,YES,TEACHER'S AIDE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
586488849,16,21216,YES,"WEST, EAST, NORTH",NO,NO,YES,ELECTRICAL/CARPENTRY,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
100394254,18,21212,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,COMPUTER INFORMATION TECH,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
479548684,17,21215,YES,"WEST, SOUTH, EAST",YES,NO,YES,STEM,CLERICAL OFFICE WORK,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
150643439,18,21214,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,VISUAL ARTS,NURSING,;CADD,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
597602537,15,21215,YES,"WEST, SOUTH, DOWNTOWN",YES,NO,NO,ENVIRONMENTAL/GREEN,RETAIL (16+ YEAR OLD ONLY),;POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
280787006,16,21237,YES,"EAST, SOUTH, NORTH",NO,YES,YES,ELDERLY SERVICES,ELDERLY SERVICES,;PLAYS INSTRUMENT; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
125159328,16,21214,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,NO,NO,VISUAL ARTS,STEM,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
415515920,19,21215,YES,"WEST, EAST",YES,NO,NO,COMMUNITY SERVICE,CLERICAL OFFICE WORK,;PLAYS INSTRUMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
491047677,16,21205,YES,"WEST, EAST",NO,YES,NO,CLERICAL OFFICE WORK,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
391268361,19,21215,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,YES,YES,NURSING,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
308977782,18,21237,YES,"EAST, SOUTH, WEST",NO,YES,YES,STEM,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
344960848,15,21205,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,ARCHITECTURE,;SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,
274679959,14,21224,YES,"EAST, NORTH",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
276134037,15,21237,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,COMPUTER INFORMATION TECH,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
219706901,17,21205,YES,"WEST, EAST",YES,NO,NO,RECREATION AND SPORTS,GOVERNMENT/PUBLIC SERVICE,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
104537099,16,21215,YES,"WEST, EAST, NORTH",YES,YES,YES,PRE-SCHOOL CHILDCARE,ENVIRONMENTAL/GREEN,;VISUAL ARTS; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
522211568,15,21163,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,CAMP COUNSELOR,CONSTRUCTION/MANUFACTURING,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
557155039,19,21229,YES,"SOUTH, WEST, NORTH",NO,YES,YES,CLERICAL OFFICE WORK,TEACHER'S AIDE,;DANCING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,
446681705,18,21215,YES,"WEST, EAST, NORTH",YES,NO,NO,GOVERNMENT/PUBLIC SERVICE,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
549798591,16,21224,YES,"WEST, EAST, DOWNTOWN",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
376471662,16,21212,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,NO,CULINARY ARTS/FOOD SERVICE,GRAPHIC DESIGN,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
254627129,20,21212,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,COMMUNITY SERVICE,PRE-SCHOOL CHILDCARE,;CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
287532522,15,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,COMPUTER INFORMATION TECH,NURSING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
357722054,15,21217,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,RECREATION AND SPORTS,COMMUNITY SERVICE,;SWIMMING; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
447572145,15,21212,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,CUSTODIAL,ARCHITECTURE,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
395519575,18,21222,YES,"WEST, NORTH",NO,NO,NO,PRE-SCHOOL CHILDCARE,AUTO MECHANICS,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
367469001,17,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,VISUAL ARTS,MUSICAL ARTS,;VISUAL ARTS; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
476424209,15,21228,YES,"SOUTH, WEST, EAST",YES,YES,NO,HOSPITALITY/TRAVEL,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
364648151,15,21205,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,VISUAL ARTS,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; VISUAL ARTS; SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
184715645,15,21214,YES,"EAST, DOWNTOWN",NO,YES,YES,NURSING,MUSICAL ARTS,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
328089139,18,21214,YES,"WEST, EAST, NORTH",NO,NO,YES,RECREATION AND SPORTS,PORT OR MARITIME INDUSTRY,;POETRY,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
216905490,17,21216,YES,"WEST, SOUTH, EAST",NO,YES,YES,VISUAL ARTS,CAMP COUNSELOR,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
497962837,21,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
208259199,17,21214,YES,"EAST, WEST, NORTH",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,ARCHITECTURE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
254590113,16,21230,YES,"SOUTH, WEST",YES,NO,NO,PRE-SCHOOL CHILDCARE,STEM,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
528053568,21,21201,YES,"WEST, EAST, DOWNTOWN",NO,NO,YES,COMPUTER INFORMATION TECH,GRAPHIC DESIGN,;CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
143113335,17,21214,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,YES,PRE-SCHOOL CHILDCARE,STEM,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
135336282,15,21204,YES,"SOUTH, EAST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
124901027,18,21222,YES,"SOUTH, EAST, NORTH",YES,NO,NO,STEM,COMMUNITY SERVICE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
136678379,16,21163,YES,"EAST, NORTH, DOWNTOWN",YES,YES,NO,NURSING,CLERICAL OFFICE WORK,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
413659039,15,21215,YES,"WEST, SOUTH, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
123149796,15,21239,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,YES,NO,COMMUNITY SERVICE,RECREATION AND SPORTS,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
534978155,16,21229,YES,"WEST, NORTH",NO,YES,YES,VISUAL ARTS,STEM,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
177739565,16,21217,YES,"WEST, EAST, NORTH",YES,YES,NO,RECREATION AND SPORTS,CULINARY ARTS/FOOD SERVICE,,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
277160257,16,21214,YES,"SOUTH, WEST, EAST",NO,YES,NO,NURSING,MUSICAL ARTS,;CADD; POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
333657734,14,21201,YES,"DOWNTOWN, WEST, NORTH",YES,NO,NO,NURSING,ENVIRONMENTAL/GREEN,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
468777997,17,21212,YES,"WEST, EAST, DOWNTOWN",YES,YES,YES,NURSING,ARCHITECTURE,";SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
189361573,16,21215,YES,"WEST, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,NURSING,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
502072357,15,21215,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,COMMUNITY SERVICE,TEACHER'S AIDE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
281004031,16,21217,YES,"WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
341049684,15,21228,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,YES,VISUAL ARTS,CUSTODIAL,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
310212329,16,21222,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,GOVERNMENT/PUBLIC SERVICE,COMPUTER INFORMATION TECH,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
340612973,17,21215,YES,"SOUTH, WEST, EAST",NO,YES,YES,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
344788592,18,21230,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,ENVIRONMENTAL/GREEN,TEACHER'S AIDE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
350817050,14,21215,YES,"WEST, EAST, NORTH",YES,NO,NO,AUTO MECHANICS,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
598308976,18,21205,YES,"EAST, WEST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,VISUAL ARTS,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
594861899,15,21237,YES,"WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,STEM,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
279659598,17,21237,YES,"EAST, NORTH",YES,NO,NO,STEM,BUSINESS/FINANCE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
178099255,18,21228,YES,"SOUTH, EAST, NORTH",NO,NO,NO,TEACHER'S AIDE,PRE-SCHOOL CHILDCARE,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
507797717,17,21224,YES,"SOUTH, EAST",NO,NO,NO,ARCHITECTURE,LEGAL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
508288915,16,21237,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,STEM,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,
303144056,16,21230,YES,"SOUTH, WEST, EAST",NO,YES,NO,CUSTODIAL,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
110522061,18,21214,YES,"SOUTH, EAST, DOWNTOWN",YES,NO,NO,STEM,TEACHER'S AIDE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
563825268,18,21215,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
