Youth ID,Age,Zip,Willing to Travel Outside Zip Code,Side of City,Working Outside,Dress Code,With Computers,Career Interest 1,Career Interest 2,Skills,Job Choice A,Job Choice B,Job Choice C,Job Choice D,Job Choice E,Job Choice F,Job Choice G,Job Choice H,2nd Language
6655,19,21215,Yes,"West, East, North, Downtown",No,No,No,Construction Trades,Nursing,Swimming,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6656,15,21237,Yes,"South, West, East",No,Yes,Yes,Culinary Arts/Food Service,Engineering,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6657,14,21212,Yes,"East, West, North",Yes,Yes,Yes,Auto Mechanics,Construction Trades,"CADD (Computer Aided Drafting and Design), Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6658,17,21228,Yes,"South, East, North",No,Yes,Yes,Pre-School Childcare,Auto Mechanics,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6659,15,21204,Yes,"Outside City (East), East, North",No,Yes,Yes,Culinary Arts/Food Service,Pre-School Childcare,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6660,19,21212,Yes,"South, West, East, North",Yes,No,No,Pre-School Childcare,Communication/Media,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6661,17,21214,Yes,"South, West, East",Yes,No,No,Government/Public Service,Computer Information Tech,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6662,16,21204,Yes,"Outside City (East), South, West, East, North, Downtown",No,No,No,Camp Counselor,Government/Public Service,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6663,15,21212,Yes,"East, North",Yes,Yes,No,Clerical Office Work,Teacher's Aide,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6665,17,21213,Yes,"South, West, East",No,No,No,Pre-School Childcare,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6666,17,21224,Yes,"West, East, North, Downtown",Yes,Yes,No,Recreation And Sports,Recreation And Sports,,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6667,18,21216,Yes,"South, West, East, North",No,Yes,Yes,Nursing,Elderly Services,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6668,17,21216,Yes,"South, West, East",No,Yes,No,Recreation And Sports,Environmental/Green,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6669,14,21217,Yes,"South, West, East",Yes,No,No,Pre-School Childcare,Government/Public Service,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6670,16,21230,Yes,"South, East, North",Yes,No,No,Retail (17+ Year Old Only),Pre-School Childcare,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6672,14,21237,Yes,"West, East",Yes,No,No,Auto Mechanics,Communication/Media,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6677,14,21237,Yes,"West, East, North",Yes,No,No,Visual Arts,Construction Trades,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6678,18,21215,Yes,"West, East, North, Downtown",Yes,No,No,Engineering,Pre-School Childcare,Dancing,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6679,16,21217,Yes,"South, West, East",No,Yes,Yes,Culinary Arts/Food Service,Teacher's Aide,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6680,17,21215,Yes,"West, South, East, North",Yes,Yes,No,Visual Arts,Nursing,"Visual Arts (Drawing, painting, etc), Swimming",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6681,17,21214,Yes,"South, West, East, North, Downtown",Yes,No,No,Camp Counselor,Recreation And Sports,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6687,19,21222,Yes,"Outside City (East), East, North",No,Yes,Yes,STEM,Nursing,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6688,18,21237,Yes,"East, North, Downtown",No,Yes,Yes,Culinary Arts/Food Service,Nursing,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6691,16,21224,Yes,"East, North, Downtown",No,Yes,Yes,Architecture,Business/Finance,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6692,19,21205,Yes,"South, West, East, North",No,Yes,Yes,Teacher's Aide,Pre-School Childcare,CADD (Computer Aided Drafting and Design),INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6693,17,21237,Yes,"South, West, East, North, Downtown",Yes,No,No,Pre-School Childcare,Pre-School Childcare,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6694,19,21216,Yes,"West, South, East",Yes,Yes,No,Pre-School Childcare,Recreation And Sports,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6697,17,21212,Yes,"South, West, East, North",No,No,No,Culinary Arts/Food Service,Business/Finance,"CADD (Computer Aided Drafting and Design), Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6698,21,21212,Yes,"West, East",Yes,No,No,Environmental/Green,Government/Public Service,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6699,20,21217,Yes,"West, South, North",Yes,No,Yes,Electrical/Carpentry,Business/Finance,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6700,19,21214,Yes,"West, East, North",No,Yes,Yes,Musical Arts,Pre-School Childcare,"CADD (Computer Aided Drafting and Design), Spoken Word or Poetry",INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6702,16,21214,Yes,"South, West, East, North, Downtown",No,Yes,Yes,Nursing,Pre-School Childcare,"Plays an Intrustment, Swimming, CADD (Computer Aided Drafting and Design), Office Equipment (i.e. copier, fax machine, scanner, etc.), Dancing",INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6703,17,21201,Yes,"Downtown, West, East, North",No,No,Yes,Visual Arts,Culinary Arts/Food Service,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6705,18,21206,Yes,"West, East, North",Yes,No,No,Musical Arts,Recreation And Sports,"Spanish & English Bilingual, CADD (Computer Aided Drafting and Design), Spoken Word or Poetry",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6707,16,21216,Yes,"South, West, East, North",No,Yes,Yes,Computer Information Tech,Nursing,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6709,17,21214,Yes,"East, Downtown",Yes,Yes,No,Culinary Arts/Food Service,Culinary Arts/Food Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6710,21,21215,Yes,"South, West, East, North, Downtown",Yes,No,No,Recreation And Sports,Construction Trades,,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6711,18,21224,Yes,"South, East",Yes,No,No,Pre-School Childcare,Engineering,"Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6712,19,21214,Yes,"South, East",No,Yes,No,Pre-School Childcare,Legal,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,Spanish
6713,15,21228,Yes,"South, West, East, North, Downtown",No,No,No,Custodial,Nursing,"Plays an Intrustment, Swimming",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6716,16,21201,Yes,"Downtown, South, West",No,No,No,Government/Public Service,Environmental/Green,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6717,15,21212,Yes,"West, East",No,Yes,No,Pre-School Childcare,Pre-School Childcare,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6718,15,21222,Yes,"Outside City (East), South, East, North",No,No,No,Computer Information Tech,Custodial,"CADD (Computer Aided Drafting and Design), Office Equipment (i.e. copier, fax machine, scanner, etc.), Spoken Word or Poetry, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6720,15,21217,Yes,"South, West, North",No,No,Yes,Culinary Arts/Food Service,Culinary Arts/Food Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6721,21,21206,Yes,"West, East, Downtown",No,Yes,Yes,Pre-School Childcare,Nursing,"Spanish & English Bilingual, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6722,18,21205,Yes,"West, East",No,Yes,Yes,Pre-School Childcare,Culinary Arts/Food Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6723,17,21214,Yes,"South, West, East, North",No,Yes,No,Environmental/Green,Community Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6724,16,21213,Yes,"South, West, East",Yes,No,No,STEM,Nursing,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6726,15,21229,Yes,"South, West, North, Downtown",No,Yes,No,Recreation And Sports,Recreation And Sports,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6727,15,21128,Yes,"Outside City (East), South, North",Yes,Yes,No,Pre-School Childcare,Architecture,Swimming,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6728,18,21211,Yes,"South, West, East, North",Yes,No,No,Pre-School Childcare,Teacher's Aide,Plays an Intrustment,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6731,18,21223,Yes,"South, West, North",No,No,No,Government/Public Service,Government/Public Service,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6732,18,21204,Yes,"Outside City (East), South, East",Yes,No,No,Pre-School Childcare,Visual Arts,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6733,14,21214,Yes,"South, West, East, North",No,No,No,Nursing,Pre-School Childcare,,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6734,19,21229,Yes,"South, West, East",No,Yes,Yes,Government/Public Service,Engineering,Dancing,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6738,17,21212,Yes,"East, North, Downtown",Yes,No,Yes,Nursing,Elderly Services,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6739,15,21230,Yes,"South, East",No,Yes,Yes,Pre-School Childcare,Recreation And Sports,"Microsoft Word, Powerpoint, Excel, Spoken Word or Poetry",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
6740,19,21205,Yes,"West, East, North",Yes,Yes,Yes,Computer Information Tech,Engineering,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6742,15,21217,Yes,"West, South, East",Yes,No,No,Legal,Computer Information Tech,Swimming,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6744,17,21215,Yes,"West, South, East, North",No,No,Yes,Pre-School Childcare,Pre-School Childcare,,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6745,15,21214,Yes,"West, East, North",No,No,No,Legal,Pre-School Childcare,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6746,16,21212,Yes,"West, East, North",No,Yes,Yes,Computer Information Tech,Business/Finance,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6747,19,21237,Yes,"South, West, East, North",No,Yes,Yes,Computer Information Tech,Visual Arts,"Plays an Intrustment, Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6749,15,21212,Yes,"West, East, Downtown",No,No,No,Recreation And Sports,Visual Arts,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6750,18,21205,Yes,"East, North",Yes,Yes,Yes,STEM,Communication/Media,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6751,16,21213,Yes,"South, West, East, North",No,Yes,No,Computer Information Tech,Nursing,"Spanish & English Bilingual, Swimming",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6752,18,21212,Yes,"East, South, West",No,No,No,Nursing,Recreation And Sports,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6754,18,21229,Yes,"West, South, East, North",Yes,No,No,Pre-School Childcare,Environmental/Green,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6755,17,21163,Yes,"Outside City (West), West, East, North",No,Yes,Yes,Pre-School Childcare,Pre-School Childcare,"Visual Arts (Drawing, painting, etc), Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,Spanish
6756,18,21229,Yes,"West, South, East, Downtown",Yes,Yes,No,Nursing,Recreation And Sports,"Plays an Intrustment, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6758,16,21205,Yes,"West, East, Downtown",Yes,No,No,Government/Public Service,Pre-School Childcare,"Plays an Intrustment, Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6759,15,21214,Yes,"South, West, East, North",Yes,No,No,Engineering,Community Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6760,16,21217,Yes,"West, East",No,Yes,Yes,Visual Arts,Engineering,"Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6761,14,21215,Yes,"West, East",Yes,No,No,Recreation And Sports,Legal,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6762,15,21212,Yes,"West, East",No,Yes,Yes,Environmental/Green,Teacher's Aide,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6763,15,21212,Yes,"West, East",No,Yes,Yes,Pre-School Childcare,Construction Trades,,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6764,16,21205,Yes,"West, East, North, Downtown",No,Yes,Yes,Computer Information Tech,Engineering,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6766,16,21216,Yes,"West, East, North",Yes,Yes,Yes,Communication/Media,Government/Public Service,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6767,16,21237,Yes,"West, East",No,No,No,Retail (17+ Year Old Only),Clerical Office Work,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6768,16,21211,Yes,"West, East, North",Yes,Yes,Yes,Nursing,Hospitality/Travel,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6769,17,21228,Yes,"South, West, East, North",No,Yes,No,Construction Trades,Legal,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6770,19,21205,Yes,"East, North, Downtown",Yes,Yes,Yes,Engineering,Business/Finance,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6771,19,21228,Yes,"South, East",Yes,No,No,Computer Information Tech,Engineering,,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
6772,18,21215,Yes,"West, South, East, North, Downtown",No,Yes,No,Visual Arts,Camp Counselor,"Plays an Intrustment, Visual Arts (Drawing, painting, etc), Swimming",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6773,18,21212,Yes,"West, East, North, Downtown",No,Yes,No,Pre-School Childcare,Pre-School Childcare,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6774,16,21228,Yes,"South, East, North",No,No,Yes,Pre-School Childcare,Visual Arts,"Plays an Intrustment, Visual Arts (Drawing, painting, etc), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6778,15,21163,Yes,"Outside City (West), West, East",No,No,No,Pre-School Childcare,Communication/Media,"Spanish & English Bilingual, Swimming",NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6780,15,21222,Yes,"Outside City (East), West, East",No,Yes,No,Teacher's Aide,Nursing,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6781,15,21212,Yes,"South, East",Yes,Yes,No,Business/Finance,Pre-School Childcare,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6783,17,21214,Yes,"South, East, North",Yes,No,No,Teacher's Aide,Nursing,"Swimming, Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6784,18,21216,Yes,"South, West, East, North",No,Yes,Yes,Camp Counselor,Nursing,"CADD (Computer Aided Drafting and Design), Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
6785,15,21216,Yes,"West, South, East",No,Yes,Yes,Engineering,Pre-School Childcare,,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6786,14,21228,Yes,"South, West, North, Downtown",No,No,No,Musical Arts,Custodial,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
6787,18,21237,Yes,"West, East, North",No,Yes,No,Engineering,Pre-School Childcare,Dancing,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6788,15,21214,Yes,"South, East",No,Yes,Yes,Culinary Arts/Food Service,Teacher's Aide,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6790,14,21223,Yes,"South, West, East",No,No,No,Retail (17+ Year Old Only),Culinary Arts/Food Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
6792,15,21222,Yes,"Outside City (East), South, East",Yes,Yes,No,Teacher's Aide,Recreation And Sports,"Spanish & English Bilingual, Swimming",NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
6793,15,21204,Yes,"Outside City (East), East, North, Downtown",No,No,Yes,Nursing,Visual Arts,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc), Swimming",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6794,15,21211,Yes,"West, East, Downtown",Yes,No,No,Culinary Arts/Food Service,Graphic Design,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
6796,16,21228,Yes,"South, West, East, North",No,Yes,Yes,Environmental/Green,Retail (17+ Year Old Only),Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6797,16,21229,Yes,"West, East, North",Yes,No,No,Graphic Design,STEM,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
6799,18,21210,Yes,"North, West, East",Yes,Yes,Yes,Pre-School Childcare,Nursing,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
