CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,Priority
197573867,18,21217,YES,"WEST, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,PORT OR MARITIME INDUSTRY,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
115125424,20,21204,YES,"EAST, DOWNTOWN",NO,NO,NO,GOVERNMENT/PUBLIC SERVICE,HOSPITALITY/TRAVEL,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
441753098,17,21212,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,NURSING,CAMP COUNSELOR,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
456704074,15,21213,YES,"SOUTH, WEST, EAST",NO,NO,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
142607580,18,21215,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,NO,NO,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
177782192,14,21216,YES,"WEST, SOUTH, EAST, NORTH",YES,YES,NO,RECREATION AND SPORTS,COMMUNICATION/MEDIA,;DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
599438355,18,21224,YES,"SOUTH, WEST, EAST",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,NURSING,;SWIMMING,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
562927502,17,21201,YES,"DOWNTOWN, SOUTH, WEST, EAST",YES,NO,NO,VISUAL ARTS,GOVERNMENT/PUBLIC SERVICE,;PLAYS INSTRUMENT; VISUAL ARTS; DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,2
193748049,17,21228,YES,"SOUTH, WEST, EAST",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,VISUAL ARTS,;PLAYS INSTRUMENT; VISUAL ARTS,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,2
319152365,18,21217,YES,"WEST, EAST, NORTH",YES,NO,YES,COMPUTER INFORMATION TECH,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
307181145,15,21204,YES,"SOUTH, DOWNTOWN",NO,YES,NO,NURSING,STEM,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
451270624,19,21212,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,NURSING,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
111089954,14,21228,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,COMMUNITY SERVICE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
582616255,18,21212,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,NURSING,PRE-SCHOOL CHILDCARE,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
193732344,15,21229,YES,"WEST, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,MUSICAL ARTS,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
113344357,15,21215,YES,"WEST, NORTH",YES,NO,NO,ELECTRICAL/CARPENTRY,HOSPITALITY/TRAVEL,;SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,1
364596376,18,21212,YES,"SOUTH, WEST, EAST",YES,NO,NO,LEGAL,TEACHER'S AIDE,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
221055663,17,21208,YES,"NORTH, SOUTH, WEST, EAST",NO,NO,YES,VISUAL ARTS,TEACHER'S AIDE,";VISUAL ARTS; CADD; (MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
582813076,15,21217,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,CLERICAL OFFICE WORK,BUSINESS/FINANCE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
365012073,17,21205,YES,"EAST, DOWNTOWN",NO,YES,NO,CAMP COUNSELOR,NURSING,;VISUAL ARTS; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
584134144,18,21215,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,CAMP COUNSELOR,HOSPITALITY/TRAVEL,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
175098894,17,21214,YES,"SOUTH, WEST, EAST",NO,YES,YES,CONSTRUCTION/MANUFACTURING,CULINARY ARTS/FOOD SERVICE,,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
301441107,18,21206,YES,"SOUTH, WEST, EAST",NO,YES,YES,STEM,NURSING,";OFFICE EQUIPEMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,1
599870582,15,21222,YES,"EAST, NORTH",NO,NO,NO,PRE-SCHOOL CHILDCARE,COMPUTER INFORMATION TECH,;SWIMMING; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
548636121,16,21230,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,COMPUTER INFORMATION TECH,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
521278087,17,21217,YES,"WEST, EAST, NORTH",YES,YES,YES,CLERICAL OFFICE WORK,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
445834941,16,21212,YES,"SOUTH, EAST, NORTH",YES,NO,NO,NURSING,LEGAL,;PLAYS INSTRUMENT; CADD,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
598611632,17,21222,YES,"SOUTH, EAST, NORTH",YES,YES,NO,CUSTODIAL,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
454763561,17,21217,YES,"SOUTH, WEST, DOWNTOWN",NO,NO,NO,PRE-SCHOOL CHILDCARE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
275056355,16,21214,YES,"EAST, SOUTH, WEST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
108294642,16,21212,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,;SWIMMING; OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
245343824,17,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,TEACHER'S AIDE,RECREATION AND SPORTS,;PLAYS INSTRUMENT; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
311271802,16,21212,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,YES,STEM,NURSING,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
148673942,14,21228,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,GRAPHIC DESIGN,PRE-SCHOOL CHILDCARE,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
580483554,16,21201,YES,"DOWNTOWN, SOUTH, EAST",YES,NO,NO,CUSTODIAL,CULINARY ARTS/FOOD SERVICE,;PLAYS INSTRUMENT; OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
366695714,14,21217,YES,"WEST, EAST, NORTH",YES,NO,NO,RECREATION AND SPORTS,ARCHITECTURE,;CADD,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
177475280,15,21217,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,COMPUTER INFORMATION TECH,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
281583773,18,21215,YES,"SOUTH, WEST, EAST",NO,YES,YES,PRE-SCHOOL CHILDCARE,BUSINESS/FINANCE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
448293673,18,21205,YES,"WEST, EAST, DOWNTOWN",NO,YES,NO,RECREATION AND SPORTS,CULINARY ARTS/FOOD SERVICE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
320660130,16,21216,YES,"SOUTH, WEST, EAST",NO,NO,NO,RECREATION AND SPORTS,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
130917239,16,21214,YES,"WEST, EAST, DOWNTOWN",YES,NO,NO,STEM,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
397930208,15,21212,YES,"WEST, EAST, NORTH",NO,NO,YES,COMPUTER INFORMATION TECH,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
180812079,15,21237,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,CONSTRUCTION/MANUFACTURING,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
226600514,16,21205,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,LEGAL,NURSING,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
191397396,17,21222,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,STEM,NURSING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
408991448,17,21217,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,NO,YES,PRE-SCHOOL CHILDCARE,BUSINESS/FINANCE,;SWIMMING; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
503690243,15,21222,YES,"SOUTH, EAST, NORTH, DOWNTOWN",NO,YES,NO,BUSINESS/FINANCE,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
430038629,15,21205,YES,"WEST, EAST, NORTH",NO,YES,YES,GRAPHIC DESIGN,STEM,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,3
427759043,17,21212,YES,"EAST, NORTH",YES,NO,YES,RETAIL (16+ YEAR OLD ONLY),RECREATION AND SPORTS,;OFFICE EQUIPEMENT; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
586033401,17,21212,YES,"WEST, EAST, NORTH",NO,YES,NO,NURSING,VISUAL ARTS,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
210672668,18,21214,YES,"EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
280196207,17,21228,YES,"SOUTH, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
497447074,16,21215,YES,"WEST, EAST, NORTH",YES,YES,NO,STEM,VISUAL ARTS,";VISUAL ARTS; CADD; (MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
450197007,15,21222,YES,"SOUTH, WEST, EAST",YES,YES,NO,STEM,ENVIRONMENTAL/GREEN,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
360709841,14,21237,YES,"WEST, EAST",YES,YES,NO,STEM,GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
317992576,15,21211,YES,"WEST, NORTH, DOWNTOWN",NO,YES,YES,STEM,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
219202901,16,21228,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,NURSING,TEACHER'S AIDE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
112238175,17,21212,YES,"SOUTH, EAST",NO,NO,YES,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,;DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
349321549,17,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,RECREATION AND SPORTS,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
444024674,15,21215,YES,"SOUTH, WEST, EAST",YES,NO,NO,BUSINESS/FINANCE,TEACHER'S AIDE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
582881115,16,21205,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,YES,YES,ARCHITECTURE,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
333895642,16,21216,YES,"WEST, EAST, NORTH",NO,YES,YES,NURSING,RECREATION AND SPORTS,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
183730124,18,21215,YES,"WEST, EAST",YES,NO,NO,VISUAL ARTS,GOVERNMENT/PUBLIC SERVICE,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
252570664,15,21225,YES,"SOUTH, WEST, EAST",YES,NO,NO,MUSICAL ARTS,PRE-SCHOOL CHILDCARE,;CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
328906407,18,21214,YES,"WEST, EAST",YES,YES,YES,STEM,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
433267182,16,21223,YES,"WEST, SOUTH, NORTH, DOWNTOWN",NO,YES,YES,NURSING,CUSTODIAL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
448906018,17,21214,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
344552663,17,21222,YES,"SOUTH, WEST, EAST",YES,NO,NO,COMMUNICATION/MEDIA,NURSING,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
350932774,18,21222,YES,"SOUTH, EAST",NO,YES,YES,LEGAL,PRE-SCHOOL CHILDCARE,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
369207163,17,21205,YES,"EAST, NORTH",NO,YES,YES,STEM,GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
334803963,16,21216,YES,"WEST, SOUTH, EAST",YES,NO,YES,STEM,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,1
528754132,19,21229,YES,"WEST, SOUTH, EAST, NORTH",YES,NO,NO,CONSTRUCTION/MANUFACTURING,PRE-SCHOOL CHILDCARE,;POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
288671609,16,21224,YES,"EAST, SOUTH, WEST, NORTH",NO,YES,YES,ENVIRONMENTAL/GREEN,MUSICAL ARTS,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
274229106,15,21237,YES,"SOUTH, WEST, EAST",YES,YES,NO,LEGAL,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,3
477049700,17,21206,YES,"SOUTH, WEST, EAST",NO,NO,YES,LEGAL,CULINARY ARTS/FOOD SERVICE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
387755351,14,21214,YES,"EAST, NORTH",YES,NO,YES,NURSING,HOSPITALITY/TRAVEL,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
177537575,19,21228,YES,"SOUTH, EAST, NORTH",YES,NO,NO,GOVERNMENT/PUBLIC SERVICE,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
398466018,16,21228,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,YES,RETAIL (16+ YEAR OLD ONLY),TEACHER'S AIDE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
105570430,16,21205,YES,"EAST, SOUTH, NORTH",NO,NO,NO,PRE-SCHOOL CHILDCARE,GOVERNMENT/PUBLIC SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
453775320,17,21229,YES,"WEST, EAST, NORTH",YES,YES,YES,CUSTODIAL,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
287152765,15,21213,YES,"EAST, SOUTH, DOWNTOWN",YES,YES,NO,VISUAL ARTS,ELDERLY SERVICES,;PLAYS INSTRUMENT; VISUAL ARTS,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
477403577,17,21212,YES,"SOUTH, EAST, NORTH",NO,YES,NO,CLERICAL OFFICE WORK,COMPUTER INFORMATION TECH,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
300563114,19,21230,YES,"SOUTH, NORTH, DOWNTOWN",YES,YES,YES,COMMUNICATION/MEDIA,NURSING,";SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
120056450,15,21216,YES,"WEST, EAST",YES,YES,NO,VISUAL ARTS,STEM,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
150526593,17,21216,YES,"WEST, EAST, DOWNTOWN",NO,YES,YES,HOSPITALITY/TRAVEL,ELECTRICAL/CARPENTRY,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
562270150,17,21213,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,NO,NURSING,NURSING,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL); DANCING",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
590610173,19,21205,YES,"SOUTH, EAST, NORTH",YES,YES,YES,CONSTRUCTION/MANUFACTURING,LEGAL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
