Worksite ID,Minimum Age,Maximum Age,Zip,Youth Requested,Side of City,Working Outside,Dress Code,With Computers,Career Interests,Skills,Job Choice 1,2nd Language
650,14,15,21230,6,South,No,No,No,"Teacher's Aide
Government/Public Service
Community Service","Microsoft Word, Powerpoint, Excel",H,
651,15,17,21224,4,East,No,No,No,"Government/Public Service
Culinary Arts/Food Service
Construction Trades",,D,
652,16,19,21230,6,South,Yes,No,No,"Visual Arts
Musical Arts
Business/Finance
Environmental/Green
Culinary Arts/Food Service
STEM","Visual Arts (Drawing, painting, etc)",A,
653,16,18,21217,6,West,No,No,No,"Custodial
Teacher's Aide",,G,
654,18,19,21217,15,West,Yes,No,No,"Pre-School Childcare
Environmental/Green
Government/Public Service",,E,
655,18,17,21217,11,West,Yes,Yes,No,"Musical Arts
Teacher's Aide
Environmental/Green
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
656,15,21,21163,1,Outside City (West),No,No,No,Teacher's Aide,"Microsoft Word, Powerpoint, Excel",F,
657,15,16,21223,7,West,Yes,No,No,"Recreation And Sports
Teacher's Aide
Custodial
Elderly Services",,E,
658,14,21,21228,21,South,No,No,Yes,"Pre-School Childcare
Computer Information Tech",,F,Spanish
659,14,18,21210,5,North,No,No,No,"Recreation And Sports
Teacher's Aide
Camp Counselor
Nursing
Culinary Arts/Food Service
Custodial
Engineering
Graphic Design",,B,
660,16,20,21214,1,East,Yes,No,No,"Musical Arts
Pre-School Childcare
Recreation And Sports
Environmental/Green
Community Service
STEM",,A,
661,16,17,21237,9,East,No,No,No,Nursing,,E,
662,14,17,21201,12,Downtown,No,No,No,"Visual Arts
Musical Arts
Pre-School Childcare
Engineering
Communication/Media","Microsoft Word, Powerpoint, Excel",D,
663,16,20,21229,6,West,No,No,No,"STEM
Engineering",,H,
664,16,18,21210,8,North,No,No,No,"Musical Arts
Recreation And Sports
Government/Public Service
Community Service",Plays an Instrument,E,
665,18,19,21215,7,West,Yes,Yes,Yes,"Recreation And Sports
Camp Counselor
Business/Finance
Environmental/Green
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",E,
666,16,19,21205,9,East,No,Yes,Yes,"Camp Counselor
Computer Information Tech
Clerical Office Work","Microsoft Word, Powerpoint, Excel",F,
667,18,19,21201,8,Downtown,No,No,No,Recreation And Sports,,H,
668,18,20,21215,7,West,No,No,Yes,"Community Service
Computer Information Tech
STEM",,C,
669,16,20,21220,1,Outside City (East),No,No,No,"Camp Counselor
Community Service
Retail (17+ Year Old Only)",,E,
670,16,21,21163,2,Outside City (West),No,No,No,"Pre-School Childcare
Recreation And Sports
Environmental/Green
Community Service
Custodial",,G,
671,16,21,21220,1,Outside City (East),No,No,No,"Environmental/Green
Community Service",,B,
672,14,17,21218,15,East,No,No,Yes,"Pre-School Childcare
Camp Counselor
Government/Public Service
Computer Information Tech
Legal","Microsoft Word, Powerpoint, Excel",B,
673,14,19,21203,6,Downtown,No,Yes,Yes,"Musical Arts
Teacher's Aide
Camp Counselor
Government/Public Service
Clerical Office Work","Plays an Instrument
Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
674,15,17,21216,11,West,No,No,Yes,"Visual Arts
Pre-School Childcare
Recreation And Sports
Computer Information Tech",,D,
675,16,17,21215,12,West,No,No,No,"Musical Arts
Recreation And Sports
Teacher's Aide
Environmental/Green
Government/Public Service
Custodial
Legal",,B,
676,14,21,21201,15,Downtown,Yes,No,No,"Business/Finance
Community Service
Communication/Media",,C,
677,14,13,21223,9,West,Yes,No,Yes,"Environmental/Green
Government/Public Service
Computer Information Tech","Microsoft Word, Powerpoint, Excel",D,
678,16,20,21201,13,Downtown,No,No,Yes,"Musical Arts
Pre-School Childcare
Business/Finance
Government/Public Service
Computer Information Tech",Plays an Instrument,C,
679,18,21,21214,4,East,No,Yes,Yes,"Pre-School Childcare
Business/Finance
Culinary Arts/Food Service
Computer Information Tech
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
680,17,18,21217,12,West,No,No,No,Business/Finance,,G,
681,14,17,21163,1,Outside City (West),No,Yes,Yes,"Computer Information Tech
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
682,14,19,21229,9,West,No,No,Yes,"Visual Arts
Pre-School Childcare
Camp Counselor
Computer Information Tech
Custodial
Construction Trades",,H,
683,16,17,21214,3,East,No,No,No,"Nursing
Custodial",,D,
684,18,20,21210,5,North,No,Yes,No,"Community Service
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",D,
685,16,18,21201,12,Downtown,Yes,Yes,Yes,"Camp Counselor
Environmental/Green
Clerical Office Work
Hospitality/Travel","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",F,
686,16,18,21201,9,Downtown,No,No,No,"Pre-School Childcare
Camp Counselor",,G,
687,18,20,21230,3,South,No,Yes,Yes,"Pre-School Childcare
Recreation And Sports
Culinary Arts/Food Service
Custodial
Engineering
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel
Dancing",D,
688,18,19,21231,4,Downtown,No,No,No,"Recreation And Sports
Business/Finance
Construction Trades",,C,
689,14,13,21224,4,East,Yes,No,No,"Pre-School Childcare
Business/Finance
Environmental/Green",,A,
690,18,21,21203,4,Downtown,No,Yes,Yes,"Camp Counselor
Business/Finance
Nursing
Custodial
Engineering
Retail (17+ Year Old Only)",,D,
691,14,13,21215,9,West,No,No,No,"Visual Arts
Recreation And Sports
Nursing
Community Service
Culinary Arts/Food Service","Visual Arts (Drawing, painting, etc)",G,
692,18,20,21224,8,East,No,No,Yes,"Musical Arts
Teacher's Aide
Business/Finance
Computer Information Tech
Custodial",,H,
693,14,16,21201,8,Downtown,No,Yes,Yes,"Camp Counselor
Environmental/Green
Community Service
Computer Information Tech
Electrical/Carpentry",,G,
694,18,21,21211,6,West,No,No,No,"Pre-School Childcare
Teacher's Aide
Community Service
Communication/Media",,H,
695,14,21,21201,5,Downtown,No,Yes,Yes,"Visual Arts
Recreation And Sports
Environmental/Green
Communication/Media
Clerical Office Work","Microsoft Word, Powerpoint, Excel",H,
696,16,15,21201,7,Downtown,No,No,No,"Camp Counselor
Government/Public Service",,E,
697,16,21,21223,5,West,No,Yes,No,"Visual Arts
Teacher's Aide
Environmental/Green",,A,
698,19,20,21163,1,Outside City (West),No,No,No,"Environmental/Green
Architecture",,D,
699,16,21,21229,11,West,No,No,Yes,"Computer Information Tech
Custodial
Retail (17+ Year Old Only)",,E,
700,16,20,21201,10,Downtown,Yes,No,No,"Business/Finance
Environmental/Green",,G,
701,16,17,21163,1,Outside City (West),No,No,No,"Recreation And Sports
Camp Counselor
Community Service
Culinary Arts/Food Service
Custodial
Communication/Media",,H,
702,14,20,21220,1,Outside City (East),No,Yes,No,"Teacher's Aide
Community Service
Custodial
Clerical Office Work
Manufacturing","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
703,15,20,21229,9,West,Yes,No,No,"Environmental/Green
Communication/Media
Hospitality/Travel",,B,
704,16,17,21226,1,South,Yes,No,No,Pre-School Childcare,,H,
705,17,18,21217,8,West,No,No,No,"Musical Arts
Business/Finance",Plays an Instrument,F,
706,14,19,21215,9,West,No,No,No,"Pre-School Childcare
Communication/Media",,B,
707,18,19,21201,10,Downtown,No,No,No,"Musical Arts
Community Service",,H,
708,16,20,21217,11,West,No,No,No,"Musical Arts
Teacher's Aide
Camp Counselor
Government/Public Service","Microsoft Word, Powerpoint, Excel",A,
709,17,19,21224,5,East,Yes,Yes,Yes,"Visual Arts
Recreation And Sports
Environmental/Green
Government/Public Service
Computer Information Tech
Engineering
Construction Trades
Communication/Media
STEM
Clerical Office Work","Microsoft Word, Powerpoint, Excel
Spoken Word or Poetry",C,
710,16,21,21215,3,West,No,Yes,Yes,"Visual Arts
Pre-School Childcare
Teacher's Aide
Computer Information Tech
Clerical Office Work
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",A,
711,18,21,21229,13,West,No,No,No,"Environmental/Green
Custodial",,G,
712,14,18,21205,4,East,No,No,No,"Construction Trades
Graphic Design",,E,
713,16,20,21211,6,West,Yes,No,No,"Teacher's Aide
Nursing
Community Service
Custodial",,C,
714,16,19,21215,6,West,No,No,No,"Musical Arts
Graphic Design","Plays an Instrument
Microsoft Word, Powerpoint, Excel",B,
715,18,19,21205,6,East,Yes,Yes,Yes,"Visual Arts
Pre-School Childcare
Recreation And Sports
Camp Counselor
Clerical Office Work
Graphic Design","Microsoft Word, Powerpoint, Excel",B,
716,18,19,21163,2,Outside City (West),No,Yes,No,"Business/Finance
Communication/Media
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",E,
717,16,19,21216,9,West,No,Yes,Yes,"Musical Arts
Custodial
STEM
Clerical Office Work","Microsoft Word, Powerpoint, Excel",C,
718,14,18,21212,2,East,No,Yes,Yes,"Teacher's Aide
Clerical Office Work
Electrical/Carpentry","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
719,16,18,21215,7,West,Yes,No,Yes,"Environmental/Green
Government/Public Service
Computer Information Tech
Custodial
Elderly Services",,G,
720,16,19,21214,8,East,No,No,No,"Camp Counselor
Business/Finance
Community Service
Graphic Design","Visual Arts (Drawing, painting, etc)
Microsoft Word, Powerpoint, Excel",C,
721,14,21,21220,2,Outside City (East),No,No,No,"Pre-School Childcare
Teacher's Aide",,D,
722,14,21,21201,13,Downtown,No,No,No,"Camp Counselor
Community Service",,D,
723,17,20,21163,1,Outside City (West),No,No,No,"Musical Arts
Recreation And Sports
Teacher's Aide
Community Service
Custodial",,D,
724,15,20,21201,8,Downtown,No,No,No,"Camp Counselor
Government/Public Service
Engineering
STEM
Architecture
Manufacturing",,F,
725,16,17,21163,1,Outside City (West),No,No,No,"Pre-School Childcare
Teacher's Aide
Government/Public Service
Custodial",,H,
726,18,21,21216,10,West,No,Yes,Yes,"Teacher's Aide
Computer Information Tech
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
727,16,18,21163,1,Outside City (West),No,Yes,Yes,Clerical Office Work,"Microsoft Word, Powerpoint, Excel",C,
728,18,20,21214,3,East,No,Yes,Yes,"Camp Counselor
Community Service","Microsoft Word, Powerpoint, Excel",D,
729,16,17,21214,7,East,Yes,No,No,"Recreation And Sports
Camp Counselor
Community Service
Custodial",Swimming,E,
730,15,18,21216,9,West,No,No,Yes,"Teacher's Aide
Business/Finance
Government/Public Service
Computer Information Tech
STEM
Graphic Design",,C,
731,14,15,21216,5,West,No,No,No,"Community Service
Culinary Arts/Food Service
Communication/Media",,A,
732,14,20,21201,13,Downtown,No,No,No,Communication/Media,,D,
733,16,18,21217,14,West,No,Yes,No,"Visual Arts
Pre-School Childcare
Recreation And Sports
Teacher's Aide
Camp Counselor
Culinary Arts/Food Service
Clerical Office Work","Microsoft Word, Powerpoint, Excel",A,
734,18,20,21217,8,West,No,No,No,Government/Public Service,,H,
735,15,18,21220,3,Outside City (East),No,No,Yes,"Visual Arts
Camp Counselor
Computer Information Tech
Custodial
STEM",,H,
736,14,16,21212,5,East,Yes,No,No,"Recreation And Sports
Nursing
Community Service
Graphic Design",,B,
737,14,17,21226,1,South,Yes,No,No,Recreation And Sports,,G,
738,16,19,21201,11,Downtown,No,No,No,"Camp Counselor
Government/Public Service
Community Service
Custodial",,C,
739,16,21,21229,12,West,No,Yes,No,"Teacher's Aide
Clerical Office Work
Hospitality/Travel","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",D,
740,14,16,21163,1,Outside City (West),Yes,No,No,"Recreation And Sports
Teacher's Aide
Custodial
Engineering
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",C,
741,14,21,21224,10,East,Yes,No,No,"Recreation And Sports
Environmental/Green
Retail (17+ Year Old Only)",,C,
742,16,17,21223,4,West,No,Yes,Yes,Clerical Office Work,"Microsoft Word, Powerpoint, Excel",D,
743,14,16,21230,7,South,No,No,No,"Teacher's Aide
Environmental/Green
Community Service",,E,
744,16,18,21229,14,West,No,Yes,No,"Pre-School Childcare
Teacher's Aide
Government/Public Service
Clerical Office Work",,E,
745,16,19,21217,14,West,Yes,Yes,Yes,"Camp Counselor
Environmental/Green
Computer Information Tech
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",D,
746,16,20,21217,14,West,No,Yes,No,"Camp Counselor
Community Service
Communication/Media",,E,
747,14,17,21217,16,West,Yes,No,Yes,"Recreation And Sports
Business/Finance
Community Service
Computer Information Tech
Legal
Manufacturing",,D,
748,16,21,21212,6,East,Yes,No,No,"Business/Finance
Government/Public Service
Custodial
Retail (17+ Year Old Only)",,G,
749,16,20,21220,1,Outside City (East),No,No,No,"Musical Arts
Culinary Arts/Food Service",,G,
750,16,15,21203,1,Downtown,No,No,Yes,"Environmental/Green
Nursing
Computer Information Tech
Hospitality/Travel",,D,
751,16,20,21224,6,East,No,Yes,Yes,"Custodial
STEM
Clerical Office Work","Microsoft Word, Powerpoint, Excel",A,
752,16,18,21229,8,West,No,No,No,"Teacher's Aide
Camp Counselor
Business/Finance
Nursing
Custodial",,H,
753,15,18,21224,9,East,No,Yes,Yes,"Camp Counselor
Government/Public Service",,A,
754,16,17,21207,12,West,Yes,No,No,"Pre-School Childcare
Recreation And Sports
Community Service
Communication/Media",Swimming,E,
755,18,20,21215,5,West,No,No,No,"Recreation And Sports
Community Service
Construction Trades",,C,
756,16,19,21206,15,East,Yes,No,No,"Visual Arts
Pre-School Childcare
Culinary Arts/Food Service
Communication/Media
Hospitality/Travel",,C,
757,15,19,21208,16,North,No,No,Yes,"Pre-School Childcare
Culinary Arts/Food Service
Computer Information Tech
Construction Trades
Hospitality/Travel
Elderly Services",,A,
758,16,19,21212,5,East,Yes,No,No,"Pre-School Childcare
Environmental/Green",,G,
759,16,17,21230,5,South,Yes,No,Yes,"Recreation And Sports
Computer Information Tech
Communication/Media",,H,
760,18,20,21203,4,Downtown,No,No,No,"Government/Public Service
Communication/Media","Microsoft Word, Powerpoint, Excel",F,
761,14,16,21213,9,East,No,No,Yes,"Camp Counselor
Nursing
Government/Public Service
Community Service
Computer Information Tech
Custodial
STEM
Retail (17+ Year Old Only)",,A,
762,18,20,21163,1,Outside City (West),No,No,No,"Camp Counselor
Business/Finance
Nursing
Culinary Arts/Food Service
Graphic Design","Visual Arts (Drawing, painting, etc)",H,
763,16,20,21212,3,East,No,No,No,"Visual Arts
Musical Arts
Community Service
Custodial",,E,
764,16,17,21216,4,West,No,Yes,No,"Business/Finance
Government/Public Service
Clerical Office Work","Microsoft Word, Powerpoint, Excel",G,
765,16,20,21229,12,West,No,No,No,"Government/Public Service
Custodial",,G,
766,16,20,21230,5,South,Yes,No,No,"Visual Arts
Environmental/Green
Custodial
Hospitality/Travel",,D,
767,16,20,21201,8,Downtown,No,No,No,Business/Finance,,B,
768,14,13,21201,9,Downtown,No,No,No,"Teacher's Aide
Nursing","Microsoft Word, Powerpoint, Excel",C,
769,16,21,21230,6,South,No,Yes,No,"Pre-School Childcare
Recreation And Sports
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
770,18,19,21224,11,East,No,Yes,Yes,"Environmental/Green
Computer Information Tech
Clerical Office Work","Microsoft Word, Powerpoint, Excel",F,
771,18,19,21214,7,East,No,Yes,Yes,Clerical Office Work,"Microsoft Word, Powerpoint, Excel",A,
772,18,19,21104,36,Outside City (West),No,Yes,No,"Visual Arts
Recreation And Sports
Teacher's Aide
Government/Public Service
Community Service
Clerical Office Work
Retail (17+ Year Old Only)","Visual Arts (Drawing, painting, etc)
Swimming
Microsoft Word, Powerpoint, Excel",C,
773,16,21,21203,5,Downtown,No,No,No,"Recreation And Sports
Nursing
Architecture",,G,
774,14,16,21237,4,East,No,No,No,"Teacher's Aide
Camp Counselor
Communication/Media",,A,
775,15,18,21214,2,East,No,Yes,No,"Pre-School Childcare
Business/Finance
Environmental/Green
Clerical Office Work","Microsoft Word, Powerpoint, Excel",F,
776,16,19,21163,1,Outside City (West),No,No,No,"Pre-School Childcare
Engineering",,F,
777,16,18,21205,7,East,No,No,No,"Teacher's Aide
Camp Counselor
Environmental/Green",,H,
778,14,15,21216,7,West,No,No,Yes,"Business/Finance
Community Service
Computer Information Tech
Custodial",,F,
779,14,18,21201,10,Downtown,No,No,No,"Teacher's Aide
Camp Counselor",,H,
780,16,21,21229,12,West,No,No,No,"Musical Arts
Pre-School Childcare
Legal",,B,
781,16,17,21216,14,West,No,Yes,Yes,Clerical Office Work,,D,
782,16,19,21229,19,West,Yes,Yes,Yes,"Recreation And Sports
Camp Counselor
Environmental/Green
Clerical Office Work","Swimming
Microsoft Word, Powerpoint, Excel",D,
783,16,21,21224,12,East,No,Yes,No,"Culinary Arts/Food Service
Clerical Office Work","Microsoft Word, Powerpoint, Excel",B,
784,16,21,21206,11,East,No,Yes,No,"Pre-School Childcare
Clerical Office Work","Microsoft Word, Powerpoint, Excel",B,
785,16,15,21224,5,East,No,No,No,"Musical Arts
Community Service",,G,
786,14,20,21212,3,East,No,No,No,"Recreation And Sports
Engineering
STEM",,B,
787,14,17,21223,6,West,No,No,No,"Visual Arts
Community Service
Custodial
Retail (17+ Year Old Only)",,G,
788,16,19,21212,7,East,No,Yes,Yes,"Musical Arts
Community Service
Engineering
Construction Trades
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",C,
789,16,15,21208,14,North,No,No,Yes,"Community Service
Computer Information Tech
Retail (17+ Year Old Only)",,E,
790,16,18,21216,14,West,No,Yes,No,"Musical Arts
Government/Public Service
Community Service
Clerical Office Work","Microsoft Word, Powerpoint, Excel",B,
791,14,20,21203,5,Downtown,No,Yes,No,"Teacher's Aide
Camp Counselor
Clerical Office Work
Architecture","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",H,
792,16,18,21201,8,Downtown,No,No,No,"Pre-School Childcare
Business/Finance",,H,
793,16,21,21163,1,Outside City (West),Yes,Yes,Yes,"Recreation And Sports
Environmental/Green
Community Service
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
794,18,19,21216,8,West,No,No,No,"Camp Counselor
Custodial
Communication/Media",,D,
795,18,21,21216,9,West,No,No,No,"Musical Arts
Communication/Media
Retail (17+ Year Old Only)",Plays an Instrument,E,
796,16,19,21212,2,East,Yes,No,No,"Community Service
STEM
Legal
Retail (17+ Year Old Only)",,A,
797,14,16,21216,15,West,No,No,Yes,"Recreation And Sports
Teacher's Aide
Camp Counselor
Computer Information Tech",,D,
798,15,17,21220,2,Outside City (East),No,No,No,"Musical Arts
Graphic Design",,F,
799,18,17,21204,2,Outside City (East),No,No,No,"Recreation And Sports
Teacher's Aide
Government/Public Service
Community Service
Custodial
STEM
Elderly Services",,A,
800,14,18,21201,15,Downtown,No,Yes,Yes,Clerical Office Work,"Microsoft Word, Powerpoint, Excel",F,
801,18,21,21230,2,South,Yes,No,Yes,Computer Information Tech,,A,
802,18,19,21214,6,East,No,No,No,"Recreation And Sports
Teacher's Aide
Environmental/Green
Communication/Media",,D,
803,14,19,21217,7,West,No,No,No,Teacher's Aide,,F,
804,15,20,21216,6,West,No,Yes,Yes,"Teacher's Aide
Culinary Arts/Food Service
Computer Information Tech",,F,
805,16,17,21217,6,West,Yes,No,No,"Camp Counselor
Community Service",,F,
806,14,17,21217,16,West,Yes,No,No,Environmental/Green,,E,
807,16,20,21201,12,Downtown,No,No,No,"Musical Arts
Community Service
Culinary Arts/Food Service
Construction Trades
Electrical/Carpentry","Microsoft Word, Powerpoint, Excel",E,
808,18,20,21204,1,Outside City (East),Yes,Yes,Yes,"Recreation And Sports
Camp Counselor
Culinary Arts/Food Service
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
809,16,19,21228,25,South,No,Yes,Yes,"Government/Public Service
Community Service
Culinary Arts/Food Service
Computer Information Tech
Clerical Office Work
Hospitality/Travel
Retail (17+ Year Old Only)","Microsoft Word, Powerpoint, Excel",A,
810,16,18,21214,2,East,No,No,Yes,"Computer Information Tech
Custodial",,C,
811,14,16,21214,6,East,No,No,Yes,"Recreation And Sports
Camp Counselor
Computer Information Tech",,B,
812,14,19,21204,4,Outside City (East),No,Yes,Yes,"Custodial
Clerical Office Work","Microsoft Word, Powerpoint, Excel",B,
813,14,17,21223,8,West,No,Yes,Yes,"Environmental/Green
Government/Public Service
Computer Information Tech
Clerical Office Work","Microsoft Word, Powerpoint, Excel",H,
814,15,17,21223,6,West,No,Yes,Yes,"Visual Arts
Business/Finance
Government/Public Service
Clerical Office Work
Hospitality/Travel","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
815,16,20,21163,2,Outside City (West),Yes,Yes,Yes,"Camp Counselor
STEM
Clerical Office Work","Microsoft Word, Powerpoint, Excel",H,
816,16,18,21216,13,West,Yes,Yes,No,"Environmental/Green
Government/Public Service
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
817,14,21,21212,5,East,Yes,No,No,"Environmental/Green
Teacher's Aide
Camp Counselor
Custodial",,E,
818,15,16,21229,10,West,No,No,No,"Camp Counselor
Community Service
Legal
Architecture",,H,
819,18,21,21206,9,East,No,No,No,"Teacher's Aide
Custodial
STEM
Architecture",,D,
820,21,21,21216,13,West,Yes,No,No,"Recreation And Sports
Environmental/Green
Government/Public Service
Custodial
Legal",,C,
821,18,20,21217,6,West,No,Yes,Yes,Clerical Office Work,"Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
822,16,20,21214,7,East,Yes,No,No,"Pre-School Childcare
Recreation And Sports
Government/Public Service
Custodial",,G,
823,18,20,21224,7,East,Yes,Yes,Yes,"Environmental/Green
Government/Public Service
Computer Information Tech
Custodial
Clerical Office Work","CADD (Computer Aided Drafting and Design)
Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
824,15,16,21215,7,West,Yes,No,No,"Musical Arts
Recreation And Sports
Environmental/Green
Custodial
Hospitality/Travel",Plays an Instrument,F,
825,15,17,21229,9,West,No,No,No,"Pre-School Childcare
Recreation And Sports
Nursing
Custodial",,G,
826,16,21,21205,7,East,No,No,No,"Pre-School Childcare
Recreation And Sports
Camp Counselor",,H,
827,15,20,21214,2,East,No,No,No,"Teacher's Aide
Community Service",,B,
828,15,18,21163,1,Outside City (West),No,No,No,"Musical Arts
Nursing
Elderly Services",,F,
829,18,19,21216,14,West,No,No,No,"Community Service
Culinary Arts/Food Service
Custodial
Hospitality/Travel
Retail (17+ Year Old Only)",,F,Urdu
830,14,16,21220,1,Outside City (East),No,No,No,Culinary Arts/Food Service,,B,
831,14,19,21229,10,West,No,Yes,Yes,"Teacher's Aide
Business/Finance
Environmental/Green
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
832,14,17,21217,13,West,No,No,No,Community Service,,E,
833,14,18,21217,12,West,Yes,Yes,Yes,"Recreation And Sports
Camp Counselor
Environmental/Green
Government/Public Service
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",H,
834,16,17,21229,14,West,No,No,No,Visual Arts,,C,
835,15,17,21228,21,South,No,No,No,Business/Finance,,G,
836,17,16,21217,10,West,No,No,No,"Teacher's Aide
Government/Public Service
Community Service
Hospitality/Travel",,D,
837,18,20,21234,4,East,Yes,No,No,"Recreation And Sports
Community Service
Communication/Media
Architecture",,C,
838,14,17,21220,1,Outside City (East),No,Yes,No,"Pre-School Childcare
Recreation And Sports
Teacher's Aide
Camp Counselor
Environmental/Green
STEM
Clerical Office Work
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",C,
839,16,20,21223,11,West,No,No,No,"Pre-School Childcare
Government/Public Service
Communication/Media",,F,
840,18,19,21223,9,West,No,Yes,No,"Government/Public Service
Community Service
Office Clerical Work
Communications/Media",,E,
841,16,20,21225,4,South,No,No,Yes,"Teacher's Aide
Business/Finance
Environmental/Green
Government/Public Service
Computer Information Tech
Retail (17+ Year Old Only)
Electrical/Carpentry",,C,
842,14,20,21217,10,West,Yes,No,No,"Pre-School Childcare
Environmental/Green
Engineering",,G,
843,16,15,21220,1,Outside City (East),No,No,Yes,"Visual Arts
Pre-School Childcare
Recreation And Sports
Environmental/Green
Computer Information Tech
STEM",,C,
844,16,21,21201,7,Downtown,No,No,No,"Community Service
Culinary Arts/Food Service
Engineering",,G,
845,16,18,21239,14,East,No,Yes,Yes,"Teacher's Aide
Business/Finance
Government/Public Service
Custodial
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",F,
846,17,18,21206,8,East,No,No,No,"Pre-School Childcare
Teacher's Aide
Communication/Media",,B,
847,18,20,21228,28,South,No,No,Yes,"Community Service
Computer Information Tech
Communication/Media
Legal",,G,
848,14,16,21215,10,West,No,No,Yes,"Recreation And Sports
Teacher's Aide
Community Service
Computer Information Tech",,B,
849,16,15,21228,30,South,No,No,No,"Visual Arts
Recreation And Sports
Camp Counselor
Construction Trades
Communication/Media","Microsoft Word, Powerpoint, Excel",C,
850,16,17,21215,5,West,No,Yes,No,"Camp Counselor
Custodial
Communication/Media",,D,
851,14,21,21163,1,Outside City (West),No,No,No,"Recreation And Sports
Community Service
Elderly Services","Microsoft Word, Powerpoint, Excel",A,
852,14,19,21229,12,West,No,Yes,Yes,"Camp Counselor
Community Service
Custodial
Engineering",,D,
853,14,17,21216,10,West,Yes,No,No,"Pre-School Childcare
Teacher's Aide
Environmental/Green
Custodial",,G,
854,15,17,21223,9,West,No,No,No,"Musical Arts
Camp Counselor
Environmental/Green","Microsoft Word, Powerpoint, Excel",E,
855,16,17,21214,9,East,No,No,Yes,"Government/Public Service
Community Service
Computer Information Tech",,D,
856,18,19,21220,3,Outside City (East),No,No,No,"Visual Arts
Custodial
Communication/Media",,B,
857,14,17,21216,6,West,No,Yes,Yes,"Visual Arts
Community Service
Custodial
Communication/Media
Clerical Office Work
Architecture","Visual Arts (Drawing, painting, etc)
Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
858,18,21,21163,1,Outside City (West),No,Yes,Yes,"Visual Arts
Culinary Arts/Food Service
Computer Information Tech
Clerical Office Work
Graphic Design","Microsoft Word, Powerpoint, Excel",D,
859,14,18,21216,14,West,No,Yes,Yes,"Government/Public Service
Clerical Office Work
Electrical/Carpentry","Microsoft Word, Powerpoint, Excel",G,Amharic
860,14,13,21229,11,West,No,No,No,"Musical Arts
Communication/Media",Plays an Instrument,F,
861,18,20,21201,10,Downtown,No,Yes,Yes,"Camp Counselor
Computer Information Tech
Engineering
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",H,
862,18,20,21215,5,West,No,No,No,"Teacher's Aide
Custodial
Hospitality/Travel
Retail (17+ Year Old Only)",,C,
